iso_timestamp,london_date,london_time,subject,key_stage,specification,lesson_title,output_type,file_name,display_mode,parser_version
2026-06-25T12:25:05.174Z,2026-06-25,13:25:05,"","","","Crowns, Thrones and Power: King Charles III vs Tsar Nicholas II","PowerPoint","Crowns,_Thrones_and_Power-_King_Charles_III_vs_Tsar_Nicholas_II.pptx","icons","v75-icons-image-mode-lesson-log"
2026-06-25T12:30:43.833Z,2026-06-25,13:30:43,"","","","Crowns, Thrones and Power: King Charles III vs Tsar Nicholas II","PowerPoint","Crowns,_Thrones_and_Power-_King_Charles_III_vs_Tsar_Nicholas_II.pptx","icons","v75-icons-image-mode-lesson-log"
2026-06-25T12:33:55.304Z,2026-06-25,13:33:55,"","","","Crowns, Thrones and Power: King Charles III vs Tsar Nicholas II","PowerPoint","Crowns,_Thrones_and_Power-_King_Charles_III_vs_Tsar_Nicholas_II.pptx","icons","v75-icons-image-mode-lesson-log"
2026-06-25T12:38:02.849Z,2026-06-25,13:38:02,"","","","Crowns, Thrones and Power: King Charles III vs Tsar Nicholas II","PowerPoint","Crowns,_Thrones_and_Power-_King_Charles_III_vs_Tsar_Nicholas_II.pptx","icons","v75-icons-image-mode-lesson-log"
2026-06-25T12:41:40.483Z,2026-06-25,13:41:40,"","","","Crowns, Thrones and Power: King Charles III vs Tsar Nicholas II","PowerPoint","Crowns,_Thrones_and_Power-_King_Charles_III_vs_Tsar_Nicholas_II.pptx","icons","v75-icons-image-mode-lesson-log"
2026-06-25T12:49:49.671Z,2026-06-25,13:49:49,"","","","Crowns, Thrones and Power: King Charles III vs Tsar Nicholas II","PowerPoint","Crowns,_Thrones_and_Power-_King_Charles_III_vs_Tsar_Nicholas_II.pptx","icons","v75-icons-image-mode-lesson-log"
2026-06-25T12:59:01.009Z,2026-06-25,13:59:01,"","","","Crowns, Thrones and Power: King Charles III vs Tsar Nicholas II","PowerPoint","Crowns,_Thrones_and_Power-_King_Charles_III_vs_Tsar_Nicholas_II.pptx","icons","v75-icons-image-mode-lesson-log"
2026-06-25T13:08:03.364Z,2026-06-25,14:08:03,"","","","Crowns, Thrones and Power: King Charles III vs Tsar Nicholas II","PowerPoint","Crowns,_Thrones_and_Power-_King_Charles_III_vs_Tsar_Nicholas_II.pptx","icons","v75-icons-image-mode-lesson-log"
2026-06-25T13:11:47.254Z,2026-06-25,14:11:47,"","","","Crowns, Thrones and Power: King Charles III vs Tsar Nicholas II","PowerPoint","Crowns,_Thrones_and_Power-_King_Charles_III_vs_Tsar_Nicholas_II.pptx","icons","v75-icons-image-mode-lesson-log"
2026-06-25T13:26:40.631Z,2026-06-25,14:26:40,"","","","Crowns, Thrones and Power: King Charles III vs Tsar Nicholas II","PowerPoint","Crowns,_Thrones_and_Power-_King_Charles_III_vs_Tsar_Nicholas_II.pptx","icons","v75-icons-image-mode-lesson-log"
2026-06-25T13:28:54.986Z,2026-06-25,14:28:54,"","","","Crowns, Thrones and Power: King Charles III vs Tsar Nicholas II","PowerPoint","Crowns,_Thrones_and_Power-_King_Charles_III_vs_Tsar_Nicholas_II.pptx","icons","v75-icons-image-mode-lesson-log"
2026-06-25T13:40:07.486Z,2026-06-25,14:40:07,"","","","Crowns, Thrones and Power: King Charles III vs Tsar Nicholas II","PowerPoint","Crowns,_Thrones_and_Power-_King_Charles_III_vs_Tsar_Nicholas_II.pptx","icons","v75-icons-image-mode-lesson-log"
2026-06-25T13:43:50.425Z,2026-06-25,14:43:50,"","","","Crowns, Thrones and Power: King Charles III vs Tsar Nicholas II","PowerPoint","Crowns,_Thrones_and_Power-_King_Charles_III_vs_Tsar_Nicholas_II.pptx","icons","v75-icons-image-mode-lesson-log"
2026-06-25T13:47:53.862Z,2026-06-25,14:47:53,"","","","Crowns, Thrones and Power: King Charles III vs Tsar Nicholas II","PowerPoint","Crowns,_Thrones_and_Power-_King_Charles_III_vs_Tsar_Nicholas_II.pptx","icons","v75-icons-image-mode-lesson-log"
2026-06-25T13:54:44.078Z,2026-06-25,14:54:44,"","","","Crowns, Thrones and Power: King Charles III vs Tsar Nicholas II","PowerPoint","Crowns,_Thrones_and_Power-_King_Charles_III_vs_Tsar_Nicholas_II.pptx","icons","v75-icons-image-mode-lesson-log"
2026-06-25T13:55:17.994Z,2026-06-25,14:55:17,"","","","Crowns, Thrones and Power: King Charles III vs Tsar Nicholas II","PowerPoint","Crowns,_Thrones_and_Power-_King_Charles_III_vs_Tsar_Nicholas_II.pptx","icons","v75-icons-image-mode-lesson-log"
2026-06-25T14:15:25.682Z,2026-06-25,15:15:25,"","","","Crowns, Thrones and Power: King Charles III vs Tsar Nicholas II","PowerPoint","Crowns,_Thrones_and_Power-_King_Charles_III_vs_Tsar_Nicholas_II.pptx","icons","v75-icons-image-mode-lesson-log"
2026-06-25T14:18:06.892Z,2026-06-25,15:18:06,"","","","Crowns, Thrones and Power: King Charles III vs Tsar Nicholas II","PowerPoint","Crowns,_Thrones_and_Power-_King_Charles_III_vs_Tsar_Nicholas_II.pptx","icons","v75-icons-image-mode-lesson-log"
2026-06-25T14:24:03.263Z,2026-06-25,15:24:03,"","","","Crowns, Thrones and Power: King Charles III vs Tsar Nicholas II","PowerPoint","Crowns,_Thrones_and_Power-_King_Charles_III_vs_Tsar_Nicholas_II.pptx","icons","v75-icons-image-mode-lesson-log"
2026-06-25T14:26:54.769Z,2026-06-25,15:26:54,"","","","Crowns, Thrones and Power: King Charles III vs Tsar Nicholas II","PowerPoint","Crowns,_Thrones_and_Power-_King_Charles_III_vs_Tsar_Nicholas_II.pptx","icons","v75-icons-image-mode-lesson-log"
2026-06-25T14:28:14.428Z,2026-06-25,15:28:14,"","","","Crowns, Thrones and Power: King Charles III vs Tsar Nicholas II","PowerPoint","Crowns,_Thrones_and_Power-_King_Charles_III_vs_Tsar_Nicholas_II.pptx","icons","v75-icons-image-mode-lesson-log"
2026-06-25T14:32:01.532Z,2026-06-25,15:32:01,"","","","Crowns, Thrones and Power: King Charles III vs Tsar Nicholas II","PowerPoint","Crowns,_Thrones_and_Power-_King_Charles_III_vs_Tsar_Nicholas_II.pptx","icons","v75-icons-image-mode-lesson-log"
2026-06-25T14:34:52.492Z,2026-06-25,15:34:52,"","","","Crowns, Thrones and Power: King Charles III vs Tsar Nicholas II","PowerPoint","Crowns,_Thrones_and_Power-_King_Charles_III_vs_Tsar_Nicholas_II.pptx","icons","v75-icons-image-mode-lesson-log"
2026-06-25T14:40:03.250Z,2026-06-25,15:40:03,"","","","Crowns, Thrones and Power: King Charles III vs Tsar Nicholas II","PowerPoint","Crowns,_Thrones_and_Power-_King_Charles_III_vs_Tsar_Nicholas_II.pptx","icons","v75-icons-image-mode-lesson-log"
2026-06-25T14:41:19.312Z,2026-06-25,15:41:19,"","","","Crowns, Thrones and Power: King Charles III vs Tsar Nicholas II","PowerPoint","Crowns,_Thrones_and_Power-_King_Charles_III_vs_Tsar_Nicholas_II.pptx","icons","v75-icons-image-mode-lesson-log"
2026-06-25T14:43:46.163Z,2026-06-25,15:43:46,"","","","Crowns, Thrones and Power: King Charles III vs Tsar Nicholas II","PowerPoint","Crowns,_Thrones_and_Power-_King_Charles_III_vs_Tsar_Nicholas_II.pptx","icons","v75-icons-image-mode-lesson-log"
2026-06-25T14:49:21.075Z,2026-06-25,15:49:21,"","","","Crowns, Thrones and Power: King Charles III vs Tsar Nicholas II","PowerPoint","Crowns,_Thrones_and_Power-_King_Charles_III_vs_Tsar_Nicholas_II.pptx","icons","v75-icons-image-mode-lesson-log"
2026-06-25T14:50:25.731Z,2026-06-25,15:50:25,"","","","Crowns, Thrones and Power: King Charles III vs Tsar Nicholas II","PowerPoint","Crowns,_Thrones_and_Power-_King_Charles_III_vs_Tsar_Nicholas_II.pptx","icons","v75-icons-image-mode-lesson-log"
2026-06-25T14:54:12.538Z,2026-06-25,15:54:12,"","","","Crowns, Thrones and Power: King Charles III vs Tsar Nicholas II","PowerPoint","Crowns,_Thrones_and_Power-_King_Charles_III_vs_Tsar_Nicholas_II.pptx","icons","v75-icons-image-mode-lesson-log"
2026-06-25T15:00:18.160Z,2026-06-25,16:00:18,"","","","Crowns, Thrones and Power: King Charles III vs Tsar Nicholas II","PowerPoint","Crowns,_Thrones_and_Power-_King_Charles_III_vs_Tsar_Nicholas_II.pptx","icons","v75-icons-image-mode-lesson-log"
2026-06-25T15:02:21.469Z,2026-06-25,16:02:21,"","","","Crowns, Thrones and Power: King Charles III vs Tsar Nicholas II","PowerPoint","Crowns,_Thrones_and_Power-_King_Charles_III_vs_Tsar_Nicholas_II.pptx","icons","v75-icons-image-mode-lesson-log"
2026-06-25T15:07:25.289Z,2026-06-25,16:07:25,"","","","Crowns, Thrones and Power: King Charles III vs Tsar Nicholas II","PowerPoint","Crowns,_Thrones_and_Power-_King_Charles_III_vs_Tsar_Nicholas_II.pptx","icons","v75-icons-image-mode-lesson-log"
2026-06-25T15:17:39.395Z,2026-06-25,16:17:39,"","","","Crowns, Thrones and Power: King Charles III vs Tsar Nicholas II","PowerPoint","Crowns,_Thrones_and_Power-_King_Charles_III_vs_Tsar_Nicholas_II.pptx","icons","v75-icons-image-mode-lesson-log"
2026-06-25T15:21:58.524Z,2026-06-25,16:21:58,"","","","Crowns, Thrones and Power: King Charles III vs Tsar Nicholas II","PowerPoint","Crowns,_Thrones_and_Power-_King_Charles_III_vs_Tsar_Nicholas_II.pptx","icons","v75-icons-image-mode-lesson-log"
2026-06-25T15:24:40.667Z,2026-06-25,16:24:40,"","","","Crowns, Thrones and Power: King Charles III vs Tsar Nicholas II","PowerPoint","Crowns,_Thrones_and_Power-_King_Charles_III_vs_Tsar_Nicholas_II.pptx","icons","v75-icons-image-mode-lesson-log"
2026-06-25T15:29:40.655Z,2026-06-25,16:29:40,"","","","Crowns, Thrones and Power: King Charles III vs Tsar Nicholas II","PowerPoint","Crowns,_Thrones_and_Power-_King_Charles_III_vs_Tsar_Nicholas_II.pptx","icons","v75-icons-image-mode-lesson-log"
2026-06-25T15:35:23.884Z,2026-06-25,16:35:23,"","","","Crowns, Thrones and Power: King Charles III vs Tsar Nicholas II","PowerPoint","Crowns,_Thrones_and_Power-_King_Charles_III_vs_Tsar_Nicholas_II.pptx","icons","v75-icons-image-mode-lesson-log"
2026-06-25T15:41:00.131Z,2026-06-25,16:41:00,"","","","Crowns, Thrones and Power: King Charles III vs Tsar Nicholas II","PowerPoint","Crowns,_Thrones_and_Power-_King_Charles_III_vs_Tsar_Nicholas_II.pptx","icons","v75-icons-image-mode-lesson-log"
2026-06-25T15:45:00.967Z,2026-06-25,16:45:00,"","","","Crowns, Thrones and Power: King Charles III vs Tsar Nicholas II","PowerPoint","Crowns,_Thrones_and_Power-_King_Charles_III_vs_Tsar_Nicholas_II.pptx","icons","v75-icons-image-mode-lesson-log"
2026-06-25T15:51:01.945Z,2026-06-25,16:51:01,"","","","Crowns, Thrones and Power: King Charles III vs Tsar Nicholas II","PowerPoint","Crowns,_Thrones_and_Power-_King_Charles_III_vs_Tsar_Nicholas_II.pptx","icons","v75-icons-image-mode-lesson-log"
2026-06-25T15:54:12.924Z,2026-06-25,16:54:12,"","","","Crowns, Thrones and Power: King Charles III vs Tsar Nicholas II","PowerPoint","Crowns,_Thrones_and_Power-_King_Charles_III_vs_Tsar_Nicholas_II.pptx","icons","v75-icons-image-mode-lesson-log"
2026-06-25T15:56:49.477Z,2026-06-25,16:56:49,"","","","Crowns, Thrones and Power: King Charles III vs Tsar Nicholas II","PowerPoint","Crowns,_Thrones_and_Power-_King_Charles_III_vs_Tsar_Nicholas_II.pptx","icons","v75-icons-image-mode-lesson-log"
2026-06-25T16:02:47.755Z,2026-06-25,17:02:47,"","","","Crowns, Thrones and Power: King Charles III vs Tsar Nicholas II","PowerPoint","Crowns,_Thrones_and_Power-_King_Charles_III_vs_Tsar_Nicholas_II.pptx","icons","v75-icons-image-mode-lesson-log"
2026-06-25T16:09:02.327Z,2026-06-25,17:09:02,"","","","Crowns, Thrones and Power: King Charles III vs Tsar Nicholas II","PowerPoint","Crowns,_Thrones_and_Power-_King_Charles_III_vs_Tsar_Nicholas_II.pptx","icons","v75-icons-image-mode-lesson-log"
2026-06-25T16:10:47.838Z,2026-06-25,17:10:47,"","","","Crowns, Thrones and Power: King Charles III vs Tsar Nicholas II","PowerPoint","Crowns,_Thrones_and_Power-_King_Charles_III_vs_Tsar_Nicholas_II.pptx","icons","v75-icons-image-mode-lesson-log"
2026-06-25T16:16:30.372Z,2026-06-25,17:16:30,"","","","Crowns, Thrones and Power: King Charles III vs Tsar Nicholas II","PowerPoint","Crowns,_Thrones_and_Power-_King_Charles_III_vs_Tsar_Nicholas_II.pptx","icons","v75-icons-image-mode-lesson-log"
2026-06-25T16:20:00.280Z,2026-06-25,17:20:00,"","","","Crowns, Thrones and Power: King Charles III vs Tsar Nicholas II","PowerPoint","Crowns,_Thrones_and_Power-_King_Charles_III_vs_Tsar_Nicholas_II.pptx","icons","v75-icons-image-mode-lesson-log"
2026-06-25T16:24:25.633Z,2026-06-25,17:24:25,"","","","Crowns, Thrones and Power: King Charles III vs Tsar Nicholas II","PowerPoint","Crowns,_Thrones_and_Power-_King_Charles_III_vs_Tsar_Nicholas_II.pptx","icons","v75-icons-image-mode-lesson-log"
2026-06-25T16:26:45.443Z,2026-06-25,17:26:45,"","","","Crowns, Thrones and Power: King Charles III vs Tsar Nicholas II","PowerPoint","Crowns,_Thrones_and_Power-_King_Charles_III_vs_Tsar_Nicholas_II.pptx","icons","v75-icons-image-mode-lesson-log"
2026-06-25T16:30:51.212Z,2026-06-25,17:30:51,"","","","Crowns, Thrones and Power: King Charles III vs Tsar Nicholas II","PowerPoint","Crowns,_Thrones_and_Power-_King_Charles_III_vs_Tsar_Nicholas_II.pptx","icons","v75-icons-image-mode-lesson-log"
2026-06-25T16:39:09.561Z,2026-06-25,17:39:09,"","","","Crowns, Thrones and Power: King Charles III vs Tsar Nicholas II","PowerPoint","Crowns,_Thrones_and_Power-_King_Charles_III_vs_Tsar_Nicholas_II.pptx","icons","v75-icons-image-mode-lesson-log"
2026-06-25T16:39:58.932Z,2026-06-25,17:39:58,"","","","Crowns, Thrones and Power: King Charles III vs Tsar Nicholas II","PowerPoint","Crowns,_Thrones_and_Power-_King_Charles_III_vs_Tsar_Nicholas_II.pptx","icons","v75-icons-image-mode-lesson-log"
2026-06-25T16:44:51.620Z,2026-06-25,17:44:51,"","","","Crowns, Thrones and Power: King Charles III vs Tsar Nicholas II","PowerPoint","Crowns,_Thrones_and_Power-_King_Charles_III_vs_Tsar_Nicholas_II.pptx","icons","v75-icons-image-mode-lesson-log"
2026-06-25T16:49:34.496Z,2026-06-25,17:49:34,"","","","Crowns, Thrones and Power: King Charles III vs Tsar Nicholas II","PowerPoint","Crowns,_Thrones_and_Power-_King_Charles_III_vs_Tsar_Nicholas_II.pptx","icons","v75-icons-image-mode-lesson-log"
2026-06-25T16:53:46.183Z,2026-06-25,17:53:46,"","","","Crowns, Thrones and Power: King Charles III vs Tsar Nicholas II","PowerPoint","Crowns,_Thrones_and_Power-_King_Charles_III_vs_Tsar_Nicholas_II.pptx","icons","v75-icons-image-mode-lesson-log"
2026-06-25T16:58:18.605Z,2026-06-25,17:58:18,"","","","Crowns, Thrones and Power: King Charles III vs Tsar Nicholas II","PowerPoint","Crowns,_Thrones_and_Power-_King_Charles_III_vs_Tsar_Nicholas_II.pptx","icons","v75-icons-image-mode-lesson-log"
2026-06-25T17:04:23.315Z,2026-06-25,18:04:23,"","","","Crowns, Thrones and Power: King Charles III vs Tsar Nicholas II","PowerPoint","Crowns,_Thrones_and_Power-_King_Charles_III_vs_Tsar_Nicholas_II.pptx","icons","v75-icons-image-mode-lesson-log"
2026-06-25T17:09:16.132Z,2026-06-25,18:09:16,"","","","Crowns, Thrones and Power: King Charles III vs Tsar Nicholas II","PowerPoint","Crowns,_Thrones_and_Power-_King_Charles_III_vs_Tsar_Nicholas_II.pptx","icons","v75-icons-image-mode-lesson-log"
2026-06-25T17:16:48.432Z,2026-06-25,18:16:48,"","","","Crowns, Thrones and Power: King Charles III vs Tsar Nicholas II","PowerPoint","Crowns,_Thrones_and_Power-_King_Charles_III_vs_Tsar_Nicholas_II.pptx","icons","v75-icons-image-mode-lesson-log"
2026-06-25T17:24:49.383Z,2026-06-25,18:24:49,"","","","Crowns, Thrones and Power: King Charles III vs Tsar Nicholas II","PowerPoint","Crowns,_Thrones_and_Power-_King_Charles_III_vs_Tsar_Nicholas_II.pptx","icons","v75-icons-image-mode-lesson-log"
2026-06-25T17:29:41.977Z,2026-06-25,18:29:41,"","","","Crowns, Thrones and Power: King Charles III vs Tsar Nicholas II","PowerPoint","Crowns,_Thrones_and_Power-_King_Charles_III_vs_Tsar_Nicholas_II.pptx","icons","v75-icons-image-mode-lesson-log"
2026-06-25T17:32:53.646Z,2026-06-25,18:32:53,"","","","Crowns, Thrones and Power: King Charles III vs Tsar Nicholas II","PowerPoint","Crowns,_Thrones_and_Power-_King_Charles_III_vs_Tsar_Nicholas_II.pptx","icons","v75-icons-image-mode-lesson-log"
2026-06-25T17:40:35.310Z,2026-06-25,18:40:35,"","","","Crowns, Thrones and Power: King Charles III vs Tsar Nicholas II","PowerPoint","Crowns,_Thrones_and_Power-_King_Charles_III_vs_Tsar_Nicholas_II.pptx","icons","v75-icons-image-mode-lesson-log"
2026-06-25T17:48:38.718Z,2026-06-25,18:48:38,"","","","Crowns, Thrones and Power: King Charles III vs Tsar Nicholas II","PowerPoint","Crowns,_Thrones_and_Power-_King_Charles_III_vs_Tsar_Nicholas_II.pptx","icons","v75-icons-image-mode-lesson-log"
2026-06-25T17:52:02.340Z,2026-06-25,18:52:02,"","","","Crowns, Thrones and Power: King Charles III vs Tsar Nicholas II","PowerPoint","Crowns,_Thrones_and_Power-_King_Charles_III_vs_Tsar_Nicholas_II.pptx","icons","v75-icons-image-mode-lesson-log"
2026-06-25T17:54:36.900Z,2026-06-25,18:54:36,"","","","Crowns, Thrones and Power: King Charles III vs Tsar Nicholas II","PowerPoint","Crowns,_Thrones_and_Power-_King_Charles_III_vs_Tsar_Nicholas_II.pptx","icons","v75-icons-image-mode-lesson-log"
2026-06-25T18:05:44.882Z,2026-06-25,19:05:44,"","","","Crowns, Thrones and Power: King Charles III vs Tsar Nicholas II","PowerPoint","Crowns,_Thrones_and_Power-_King_Charles_III_vs_Tsar_Nicholas_II.pptx","default","v73-hmgtoday-display-mode-lesson-log"
2026-06-25T18:09:06.370Z,2026-06-25,19:09:06,"","","","Crowns, Thrones and Power: King Charles III vs Tsar Nicholas II","PowerPoint","Crowns,_Thrones_and_Power-_King_Charles_III_vs_Tsar_Nicholas_II.pptx","icons","v75-icons-image-mode-lesson-log"
2026-06-25T18:14:45.682Z,2026-06-25,19:14:45,"","","","Crowns, Thrones and Power: King Charles III vs Tsar Nicholas II","PowerPoint","Crowns,_Thrones_and_Power-_King_Charles_III_vs_Tsar_Nicholas_II.pptx","icons","v75-icons-image-mode-lesson-log"
2026-06-25T18:17:30.482Z,2026-06-25,19:17:30,"","","","Crowns, Thrones and Power: King Charles III vs Tsar Nicholas II","PowerPoint","Crowns,_Thrones_and_Power-_King_Charles_III_vs_Tsar_Nicholas_II.pptx","icons","v75-icons-image-mode-lesson-log"
2026-06-25T18:19:12.511Z,2026-06-25,19:19:12,"","","","Crowns, Thrones and Power: King Charles III vs Tsar Nicholas II","PowerPoint","Crowns,_Thrones_and_Power-_King_Charles_III_vs_Tsar_Nicholas_II.pptx","icons","v75-icons-image-mode-lesson-log"
2026-06-25T18:19:34.315Z,2026-06-25,19:19:34,"","","","Crowns, Thrones and Power: King Charles III vs Tsar Nicholas II","PowerPoint","Crowns,_Thrones_and_Power-_King_Charles_III_vs_Tsar_Nicholas_II.pptx","icons","v75-icons-image-mode-lesson-log"
2026-06-25T18:21:37.305Z,2026-06-25,19:21:37,"","","","Crowns, Thrones and Power: King Charles III vs Tsar Nicholas II","PowerPoint","Crowns,_Thrones_and_Power-_King_Charles_III_vs_Tsar_Nicholas_II.pptx","icons","v75-icons-image-mode-lesson-log"
2026-06-25T18:23:26.308Z,2026-06-25,19:23:26,"","","","Crowns, Thrones and Power: King Charles III vs Tsar Nicholas II","Student Webpage","Crowns,_Thrones_and_Power-_King_Charles_III_vs_Tsar_Nicholas_II_student_catch_up.html","icons","v75-icons-image-mode-lesson-log"
2026-06-25T18:26:49.951Z,2026-06-25,19:26:49,"","","","Crowns, Thrones and Power: King Charles III vs Tsar Nicholas II","PowerPoint","Crowns,_Thrones_and_Power-_King_Charles_III_vs_Tsar_Nicholas_II.pptx","icons","v75-icons-image-mode-lesson-log"
2026-06-25T18:31:23.789Z,2026-06-25,19:31:23,"","","","Judaism: God, Torah, Synagogue and Festivals","PowerPoint","Judaism-_God,_Torah,_Synagogue_and_Festivals.pptx","icons","v75-icons-image-mode-lesson-log"
2026-06-25T18:40:42.119Z,2026-06-25,19:40:42,"","","","Crowns, Thrones and Power: King Charles III vs Tsar Nicholas II","PowerPoint","Crowns,_Thrones_and_Power-_King_Charles_III_vs_Tsar_Nicholas_II.pptx","icons","v75-icons-image-mode-lesson-log"
2026-06-25T18:41:24.757Z,2026-06-25,19:41:24,"","","","Crowns, Thrones and Power: King Charles III vs Tsar Nicholas II","PowerPoint","Crowns,_Thrones_and_Power-_King_Charles_III_vs_Tsar_Nicholas_II.pptx","legacy","v75-icons-image-mode-lesson-log"
2026-06-25T18:41:35.689Z,2026-06-25,19:41:35,"","","","Crowns, Thrones and Power: King Charles III vs Tsar Nicholas II","PowerPoint","Crowns,_Thrones_and_Power-_King_Charles_III_vs_Tsar_Nicholas_II.pptx","legacy","v75-icons-image-mode-lesson-log"
2026-06-26T06:07:51.632Z,2026-06-26,07:07:51,"","","","Crowns, Thrones and Power: King Charles III vs Tsar Nicholas II","PowerPoint","Crowns,_Thrones_and_Power-_King_Charles_III_vs_Tsar_Nicholas_II.pptx","icons","v75-icons-image-mode-lesson-log"
2026-06-26T06:09:58.738Z,2026-06-26,07:09:58,"","","","Crowns, Thrones and Power: King Charles III vs Tsar Nicholas II","PowerPoint","Crowns,_Thrones_and_Power-_King_Charles_III_vs_Tsar_Nicholas_II.pptx","icons","v75-icons-image-mode-lesson-log"
2026-06-26T06:17:13.544Z,2026-06-26,07:17:13,"","","","Crowns, Thrones and Power: King Charles III vs Tsar Nicholas II","PowerPoint","Crowns,_Thrones_and_Power-_King_Charles_III_vs_Tsar_Nicholas_II.pptx","icons","v75-icons-image-mode-lesson-log"
2026-06-26T06:23:56.391Z,2026-06-26,07:23:56,"","","","Crowns, Thrones and Power: King Charles III vs Tsar Nicholas II","PowerPoint","Crowns,_Thrones_and_Power-_King_Charles_III_vs_Tsar_Nicholas_II.pptx","icons","v75-icons-image-mode-lesson-log"
2026-06-26T06:31:33.957Z,2026-06-26,07:31:33,"","","","Crowns, Thrones and Power: King Charles III vs Tsar Nicholas II","PowerPoint","Crowns,_Thrones_and_Power-_King_Charles_III_vs_Tsar_Nicholas_II.pptx","icons","v75-icons-image-mode-lesson-log"
2026-06-26T06:32:59.874Z,2026-06-26,07:32:59,"","","","Judaism: God, Torah, Synagogue and Festivals","PowerPoint","Judaism-_God,_Torah,_Synagogue_and_Festivals.pptx","icons","v75-icons-image-mode-lesson-log"
2026-06-26T06:39:59.040Z,2026-06-26,07:39:59,"","","","Judaism: God, Torah, Synagogue and Festivals","PowerPoint","Judaism-_God,_Torah,_Synagogue_and_Festivals.pptx","icons","v75-icons-image-mode-lesson-log"
2026-06-26T06:42:11.662Z,2026-06-26,07:42:11,"","","","Judaism: God, Torah, Synagogue and Festivals","PowerPoint","Judaism-_God,_Torah,_Synagogue_and_Festivals.pptx","icons","v75-icons-image-mode-lesson-log"
2026-06-26T06:52:30.060Z,2026-06-26,07:52:30,"","","","Judaism: God, Torah, Synagogue and Festivals","PowerPoint","Judaism-_God,_Torah,_Synagogue_and_Festivals.pptx","icons","v75-icons-image-mode-lesson-log"
2026-06-26T06:54:47.197Z,2026-06-26,07:54:47,"","","","Judaism: God, Torah, Synagogue and Festivals","PowerPoint","Judaism-_God,_Torah,_Synagogue_and_Festivals.pptx","icons","v75-icons-image-mode-lesson-log"
2026-06-26T06:56:36.740Z,2026-06-26,07:56:36,"","","","Judaism: God, Torah, Synagogue and Festivals","PowerPoint","Judaism-_God,_Torah,_Synagogue_and_Festivals.pptx","icons","v75-icons-image-mode-lesson-log"
2026-06-26T06:59:57.139Z,2026-06-26,07:59:57,"","","","Judaism: God, Torah, Synagogue and Festivals","PowerPoint","Judaism-_God,_Torah,_Synagogue_and_Festivals.pptx","icons","v75-icons-image-mode-lesson-log"
2026-06-26T07:02:10.415Z,2026-06-26,08:02:10,"","","","Judaism: God, Torah, Synagogue and Festivals","PowerPoint","Judaism-_God,_Torah,_Synagogue_and_Festivals.pptx","icons","v75-icons-image-mode-lesson-log"
2026-06-26T07:04:28.525Z,2026-06-26,08:04:28,"","","","Judaism: God, Torah, Synagogue and Festivals","PowerPoint","Judaism-_God,_Torah,_Synagogue_and_Festivals.pptx","icons","v75-icons-image-mode-lesson-log"
2026-06-26T07:08:14.200Z,2026-06-26,08:08:14,"","","","Judaism: God, Torah, Synagogue and Festivals","PowerPoint","Judaism-_God,_Torah,_Synagogue_and_Festivals.pptx","icons","v75-icons-image-mode-lesson-log"
2026-06-26T07:11:23.394Z,2026-06-26,08:11:23,"","","","Judaism: God, Torah, Synagogue and Festivals","PowerPoint","Judaism-_God,_Torah,_Synagogue_and_Festivals.pptx","icons","v75-icons-image-mode-lesson-log"
2026-06-26T07:15:15.693Z,2026-06-26,08:15:15,"","","","Judaism: God, Torah, Synagogue and Festivals","PowerPoint","Judaism-_God,_Torah,_Synagogue_and_Festivals.pptx","icons","v75-icons-image-mode-lesson-log"
2026-06-26T07:15:36.406Z,2026-06-26,08:15:36,"","","","Judaism: God, Torah, Synagogue and Festivals","PowerPoint","Judaism-_God,_Torah,_Synagogue_and_Festivals.pptx","icons","v75-icons-image-mode-lesson-log"
2026-06-26T07:16:04.515Z,2026-06-26,08:16:04,"","","","Judaism: God, Torah, Synagogue and Festivals","PowerPoint","Judaism-_God,_Torah,_Synagogue_and_Festivals.pptx","icons","v75-icons-image-mode-lesson-log"
2026-06-26T07:19:04.557Z,2026-06-26,08:19:04,"","","","Judaism: God, Torah, Synagogue and Festivals","PowerPoint","Judaism-_God,_Torah,_Synagogue_and_Festivals.pptx","icons","v75-icons-image-mode-lesson-log"
2026-06-26T07:19:19.958Z,2026-06-26,08:19:19,"","","","Judaism: God, Torah, Synagogue and Festivals","PowerPoint","Judaism-_God,_Torah,_Synagogue_and_Festivals.pptx","icons","v75-icons-image-mode-lesson-log"
2026-06-26T07:22:43.230Z,2026-06-26,08:22:43,"","","","Judaism: God, Torah, Synagogue and Festivals","PowerPoint","Judaism-_God,_Torah,_Synagogue_and_Festivals.pptx","icons","v75-icons-image-mode-lesson-log"
2026-06-26T07:22:58.080Z,2026-06-26,08:22:58,"","","","Judaism: God, Torah, Synagogue and Festivals","PowerPoint","Judaism-_God,_Torah,_Synagogue_and_Festivals.pptx","icons","v75-icons-image-mode-lesson-log"
2026-06-26T07:45:42.553Z,2026-06-26,08:45:42,"","","","Judaism: God, Torah, Synagogue and Festivals","PowerPoint","Judaism-_God,_Torah,_Synagogue_and_Festivals.pptx","icons","v75-icons-image-mode-lesson-log"
2026-06-26T07:46:02.225Z,2026-06-26,08:46:02,"","","","Judaism: God, Torah, Synagogue and Festivals","PowerPoint","Judaism-_God,_Torah,_Synagogue_and_Festivals.pptx","icons","v75-icons-image-mode-lesson-log"
